f_flight_combination,f_departure_airport_code,f_destination_airport_code,f_airline_code,f_currency_code,f_aircraft_code,f_departure_date,f_arrival_date,f_cabin_class,f_trip_type,f_flight_duration,f_total_amount_fare_total
6181,LNZ,SIN,SQ,EUR,A350-900,2026-07-24T10:35:00,2026-07-24T22:20:00,ECONOMY,O,705,507.90
6182,SIN,LNZ,SQ,SGD,B777-300ER,2026-07-25T00:55:00,2026-07-25T13:20:00,ECONOMY,O,745,748.00
6183,LNZ,SIN,SQ,EUR,B777-300ER,2026-07-25T11:15:00,2026-07-25T23:00:00,ECONOMY,O,705,501.20
6184,SIN,LNZ,SQ,SGD,A350-900,2026-07-26T01:00:00,2026-07-26T13:25:00,ECONOMY,O,745,750.50
6185,LNZ,SIN,SQ,EUR,A350-900,2026-07-26T12:20:00,2026-07-27T00:05:00,ECONOMY,O,705,502.88
6186,SIN,LNZ,SQ,SGD,B777-300ER,2026-07-27T23:05:00,2026-07-28T11:30:00,ECONOMY,O,745,723.00
6187,LNZ,SIN,SQ,EUR,B777-300ER,2026-07-27T13:25:00,2026-07-28T01:10:00,ECONOMY,O,705,484.45
6188,SIN,LNZ,SQ,SGD,A350-900,2026-07-28T00:10:00,2026-07-28T12:35:00,ECONOMY,O,745,712.50
6189,LNZ,SIN,SQ,EUR,A350-900,2026-07-28T10:30:00,2026-07-28T22:15:00,ECONOMY,O,705,477.42
6190,SIN,LNZ,SQ,SGD,B777-300ER,2026-07-29T01:15:00,2026-07-29T13:40:00,ECONOMY,O,745,715.00
6191,LNZ,SIN,SQ,EUR,B777-300ER,2026-07-29T11:35:00,2026-07-29T23:20:00,ECONOMY,O,705,479.09
6192,SIN,LNZ,SQ,SGD,A350-900,2026-07-30T23:50:00,2026-07-31T12:15:00,ECONOMY,O,745,718.00
6193,LNZ,SIN,SQ,EUR,A350-900,2026-07-30T12:15:00,2026-07-31T00:00:00,ECONOMY,O,705,481.10
6194,SIN,LNZ,SQ,SGD,B777-300ER,2026-07-31T00:55:00,2026-07-31T13:20:00,ECONOMY,O,745,750.50
6195,LNZ,SIN,SQ,EUR,B777-300ER,2026-07-31T13:20:00,2026-08-01T01:05:00,ECONOMY,O,705,502.88
6196,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-01T00:55:00,2026-08-01T13:20:00,ECONOMY,O,745,764.50
6197,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-01T11:20:00,2026-08-01T23:05:00,ECONOMY,O,705,512.26
6198,SIN,LNZ,SQ,SGD,A350-900,2026-08-02T01:00:00,2026-08-02T13:25:00,ECONOMY,O,745,767.00
6199,LNZ,SIN,SQ,EUR,A350-900,2026-08-02T12:25:00,2026-08-03T00:10:00,ECONOMY,O,705,513.94
6200,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-03T23:05:00,2026-08-04T11:30:00,ECONOMY,O,745,739.50
6201,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-03T13:30:00,2026-08-04T01:15:00,ECONOMY,O,705,495.51
6202,SIN,LNZ,SQ,SGD,A350-900,2026-08-04T00:10:00,2026-08-04T12:35:00,ECONOMY,O,745,729.00
6203,LNZ,SIN,SQ,EUR,A350-900,2026-08-04T10:35:00,2026-08-04T22:20:00,ECONOMY,O,705,488.47
6204,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-05T01:15:00,2026-08-05T13:40:00,ECONOMY,O,745,719.00
6205,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-05T11:15:00,2026-08-05T23:00:00,ECONOMY,O,705,481.77
6206,SIN,LNZ,SQ,SGD,A350-900,2026-08-06T23:50:00,2026-08-07T12:15:00,ECONOMY,O,745,734.50
6207,LNZ,SIN,SQ,EUR,A350-900,2026-08-06T12:20:00,2026-08-07T00:05:00,ECONOMY,O,705,492.16
6208,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-07T00:55:00,2026-08-07T13:20:00,ECONOMY,O,745,767.00
6209,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-07T13:25:00,2026-08-08T01:10:00,ECONOMY,O,705,513.94
6210,SIN,LNZ,SQ,SGD,A350-900,2026-08-08T01:00:00,2026-08-08T13:25:00,ECONOMY,O,745,769.50
6211,LNZ,SIN,SQ,EUR,A350-900,2026-08-08T10:30:00,2026-08-08T22:15:00,ECONOMY,O,705,515.61
6212,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-09T23:05:00,2026-08-10T11:30:00,ECONOMY,O,745,772.00
6213,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-09T11:35:00,2026-08-09T23:20:00,ECONOMY,O,705,517.29
6214,SIN,LNZ,SQ,SGD,A350-900,2026-08-10T00:10:00,2026-08-10T12:35:00,ECONOMY,O,745,732.00
6215,LNZ,SIN,SQ,EUR,A350-900,2026-08-10T12:15:00,2026-08-11T00:00:00,ECONOMY,O,705,490.48
6216,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-11T01:15:00,2026-08-11T13:40:00,ECONOMY,O,745,721.50
6217,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-11T13:20:00,2026-08-12T01:05:00,ECONOMY,O,705,483.45
6218,SIN,LNZ,SQ,SGD,A350-900,2026-08-12T23:50:00,2026-08-13T12:15:00,ECONOMY,O,745,724.00
6219,LNZ,SIN,SQ,EUR,A350-900,2026-08-12T10:25:00,2026-08-12T22:10:00,ECONOMY,O,705,485.12
6220,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-13T00:55:00,2026-08-13T13:20:00,ECONOMY,O,745,739.50
6221,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-13T11:30:00,2026-08-13T23:15:00,ECONOMY,O,705,495.51
6222,SIN,LNZ,SQ,SGD,A350-900,2026-08-14T01:00:00,2026-08-14T13:25:00,ECONOMY,O,745,772.00
6223,LNZ,SIN,SQ,EUR,A350-900,2026-08-14T12:35:00,2026-08-15T00:20:00,ECONOMY,O,705,517.29
6224,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-15T23:05:00,2026-08-16T11:30:00,ECONOMY,O,745,762.00
6225,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-15T13:15:00,2026-08-16T01:00:00,ECONOMY,O,705,510.58
6226,SIN,LNZ,SQ,SGD,A350-900,2026-08-16T00:10:00,2026-08-16T12:35:00,ECONOMY,O,745,764.50
6227,LNZ,SIN,SQ,EUR,A350-900,2026-08-16T10:20:00,2026-08-16T22:05:00,ECONOMY,O,705,512.26
6228,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-17T01:15:00,2026-08-17T13:40:00,ECONOMY,O,745,737.00
6229,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-17T11:25:00,2026-08-17T23:10:00,ECONOMY,O,705,493.83
6230,SIN,LNZ,SQ,SGD,A350-900,2026-08-18T23:50:00,2026-08-19T12:15:00,ECONOMY,O,745,726.50
6231,LNZ,SIN,SQ,EUR,A350-900,2026-08-18T12:30:00,2026-08-19T00:15:00,ECONOMY,O,705,486.80
6232,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-19T00:55:00,2026-08-19T13:20:00,ECONOMY,O,745,729.00
6233,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-19T13:35:00,2026-08-20T01:20:00,ECONOMY,O,705,488.47
6234,SIN,LNZ,SQ,SGD,A350-900,2026-08-20T01:00:00,2026-08-20T13:25:00,ECONOMY,O,745,732.00
6235,LNZ,SIN,SQ,EUR,A350-900,2026-08-20T10:15:00,2026-08-20T22:00:00,ECONOMY,O,705,490.48
6236,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-21T23:05:00,2026-08-22T11:30:00,ECONOMY,O,745,764.50
6237,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-21T11:20:00,2026-08-21T23:05:00,ECONOMY,O,705,512.26
6238,SIN,LNZ,SQ,SGD,A350-900,2026-08-22T00:10:00,2026-08-22T12:35:00,ECONOMY,O,745,767.00
6239,LNZ,SIN,SQ,EUR,A350-900,2026-08-22T12:25:00,2026-08-23T00:10:00,ECONOMY,O,705,513.94
6240,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-23T01:15:00,2026-08-23T13:40:00,ECONOMY,O,745,769.50
6241,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-23T13:30:00,2026-08-24T01:15:00,ECONOMY,O,705,515.61
6242,SIN,LNZ,SQ,SGD,A350-900,2026-08-24T23:50:00,2026-08-25T12:15:00,ECONOMY,O,745,742.00
6243,LNZ,SIN,SQ,EUR,A350-900,2026-08-24T10:35:00,2026-08-24T22:20:00,ECONOMY,O,705,497.18
6244,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-25T00:55:00,2026-08-25T13:20:00,ECONOMY,O,745,719.00
6245,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-25T11:15:00,2026-08-25T23:00:00,ECONOMY,O,705,481.77
6246,SIN,LNZ,SQ,SGD,A350-900,2026-08-26T01:00:00,2026-08-26T13:25:00,ECONOMY,O,745,721.50
6247,LNZ,SIN,SQ,EUR,A350-900,2026-08-26T12:20:00,2026-08-27T00:05:00,ECONOMY,O,705,483.45
6248,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-27T23:05:00,2026-08-28T11:30:00,ECONOMY,O,745,737.00
6249,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-27T13:25:00,2026-08-28T01:10:00,ECONOMY,O,705,493.83
6250,SIN,LNZ,SQ,SGD,A350-900,2026-08-28T00:10:00,2026-08-28T12:35:00,ECONOMY,O,745,769.50
6251,LNZ,SIN,SQ,EUR,A350-900,2026-08-28T10:30:00,2026-08-28T22:15:00,ECONOMY,O,705,515.61
6252,SIN,LNZ,SQ,SGD,B777-300ER,2026-08-29T01:15:00,2026-08-29T13:40:00,ECONOMY,O,745,772.00
6253,LNZ,SIN,SQ,EUR,B777-300ER,2026-08-29T11:35:00,2026-08-29T23:20:00,ECONOMY,O,705,517.29
6254,SIN,CNX,SQ,SGD,B737-8,2026-05-30T08:50:00,2026-05-30T11:50:00,ECONOMY,O,180,140.00
6255,CNX,SIN,SQ,THB,B737-8,2026-05-30T15:15:00,2026-05-30T18:20:00,ECONOMY,O,185,3525.74
6256,SIN,CNX,SQ,SGD,B787-10,2026-05-31T09:55:00,2026-05-31T12:55:00,ECONOMY,O,180,142.50
6257,CNX,SIN,SQ,THB,B787-10,2026-05-31T16:20:00,2026-05-31T19:25:00,ECONOMY,O,185,3588.70
6258,SIN,CNX,SQ,SGD,B787-10,2026-06-01T09:55:00,2026-06-01T12:55:00,ECONOMY,O,180,129.50
6259,CNX,SIN,SQ,THB,B787-10,2026-06-01T14:20:00,2026-06-01T17:25:00,ECONOMY,O,185,3261.31
6260,SIN,CNX,SQ,SGD,B737-8,2026-06-02T10:00:00,2026-06-02T13:00:00,ECONOMY,O,180,129.00
6261,CNX,SIN,SQ,THB,B737-8,2026-06-02T15:25:00,2026-06-02T18:30:00,ECONOMY,O,185,3248.71
6262,SIN,CNX,SQ,SGD,B787-10,2026-06-03T08:05:00,2026-06-03T11:05:00,ECONOMY,O,180,131.50
6263,CNX,SIN,SQ,THB,B787-10,2026-06-03T16:30:00,2026-06-03T19:35:00,ECONOMY,O,185,3311.67
6264,SIN,CNX,SQ,SGD,B737-8,2026-06-04T09:10:00,2026-06-04T12:10:00,ECONOMY,O,180,137.00
6265,CNX,SIN,SQ,THB,B737-8,2026-06-04T13:35:00,2026-06-04T16:40:00,ECONOMY,O,185,3450.18
6266,SIN,CNX,SQ,SGD,B787-10,2026-06-05T10:15:00,2026-06-05T13:15:00,ECONOMY,O,180,135.00
6267,CNX,SIN,SQ,THB,B787-10,2026-06-05T14:15:00,2026-06-05T17:20:00,ECONOMY,O,185,3399.82
6268,SIN,CNX,SQ,SGD,B737-8,2026-06-06T08:50:00,2026-06-06T11:50:00,ECONOMY,O,180,137.50
6269,CNX,SIN,SQ,THB,B737-8,2026-06-06T15:20:00,2026-06-06T18:25:00,ECONOMY,O,185,3462.78
6270,SIN,CNX,SQ,SGD,B787-10,2026-06-07T09:55:00,2026-06-07T12:55:00,ECONOMY,O,180,140.00
6271,CNX,SIN,SQ,THB,B787-10,2026-06-07T16:25:00,2026-06-07T19:30:00,ECONOMY,O,185,3525.74
6272,SIN,CNX,SQ,SGD,B737-8,2026-06-08T10:00:00,2026-06-08T13:00:00,ECONOMY,O,180,134.50
6273,CNX,SIN,SQ,THB,B737-8,2026-06-08T13:30:00,2026-06-08T16:35:00,ECONOMY,O,185,3387.23
6274,SIN,CNX,SQ,SGD,B787-10,2026-06-09T08:05:00,2026-06-09T11:05:00,ECONOMY,O,180,134.00
6275,CNX,SIN,SQ,THB,B787-10,2026-06-09T14:35:00,2026-06-09T17:40:00,ECONOMY,O,185,3374.63
6276,SIN,CNX,SQ,SGD,B737-8,2026-06-10T09:10:00,2026-06-10T12:10:00,ECONOMY,O,180,124.00
6277,CNX,SIN,SQ,THB,B737-8,2026-06-10T15:15:00,2026-06-10T18:20:00,ECONOMY,O,185,3122.79
6278,SIN,CNX,SQ,SGD,B787-10,2026-06-11T10:15:00,2026-06-11T13:15:00,ECONOMY,O,180,129.50
6279,CNX,SIN,SQ,THB,B787-10,2026-06-11T16:20:00,2026-06-11T19:25:00,ECONOMY,O,185,3261.31
6280,SIN,CNX,SQ,SGD,B737-8,2026-06-12T08:50:00,2026-06-12T11:50:00,ECONOMY,O,180,140.00
6281,CNX,SIN,SQ,THB,B737-8,2026-06-12T13:25:00,2026-06-12T16:30:00,ECONOMY,O,185,3525.74
6282,SIN,CNX,SQ,SGD,B787-10,2026-06-13T09:55:00,2026-06-13T12:55:00,ECONOMY,O,180,142.50
6283,CNX,SIN,SQ,THB,B787-10,2026-06-13T14:30:00,2026-06-13T17:35:00,ECONOMY,O,185,3588.70
6284,SIN,CNX,SQ,SGD,B737-8,2026-06-14T10:00:00,2026-06-14T13:00:00,ECONOMY,O,180,145.00
6285,CNX,SIN,SQ,THB,B737-8,2026-06-14T15:35:00,2026-06-14T18:40:00,ECONOMY,O,185,3651.66
6286,SIN,CNX,SQ,SGD,B787-10,2026-06-15T08:05:00,2026-06-15T11:05:00,ECONOMY,O,180,127.00
6287,CNX,SIN,SQ,THB,B787-10,2026-06-15T16:15:00,2026-06-15T19:20:00,ECONOMY,O,185,3198.35
6288,SIN,CNX,SQ,SGD,B737-8,2026-06-16T09:10:00,2026-06-16T12:10:00,ECONOMY,O,180,126.50
6289,CNX,SIN,SQ,THB,B737-8,2026-06-16T13:20:00,2026-06-16T16:25:00,ECONOMY,O,185,3185.75
6290,SIN,CNX,SQ,SGD,B787-10,2026-06-17T10:15:00,2026-06-17T13:15:00,ECONOMY,O,180,129.00
6291,CNX,SIN,SQ,THB,B787-10,2026-06-17T14:25:00,2026-06-17T17:30:00,ECONOMY,O,185,3248.71
6292,SIN,CNX,SQ,SGD,B737-8,2026-06-18T08:50:00,2026-06-18T11:50:00,ECONOMY,O,180,134.50
6293,CNX,SIN,SQ,THB,B737-8,2026-06-18T15:30:00,2026-06-18T18:35:00,ECONOMY,O,185,3387.23
6294,SIN,CNX,SQ,SGD,B787-10,2026-06-19T09:55:00,2026-06-19T12:55:00,ECONOMY,O,180,145.00
6295,CNX,SIN,SQ,THB,B787-10,2026-06-19T16:35:00,2026-06-19T19:40:00,ECONOMY,O,185,3651.66
6296,SIN,CNX,SQ,SGD,B737-8,2026-06-20T10:00:00,2026-06-20T13:00:00,ECONOMY,O,180,135.00
6297,CNX,SIN,SQ,THB,B737-8,2026-06-20T13:15:00,2026-06-20T16:20:00,ECONOMY,O,185,3399.82
6298,SIN,CNX,SQ,SGD,B787-10,2026-06-21T08:05:00,2026-06-21T11:05:00,ECONOMY,O,180,137.50
6299,CNX,SIN,SQ,THB,B787-10,2026-06-21T14:20:00,2026-06-21T17:25:00,ECONOMY,O,185,3462.78
6300,SIN,CNX,SQ,SGD,B737-8,2026-06-22T09:10:00,2026-06-22T12:10:00,ECONOMY,O,180,132.00
6301,CNX,SIN,SQ,THB,B737-8,2026-06-22T15:25:00,2026-06-22T18:30:00,ECONOMY,O,185,3324.27
6302,SIN,CNX,SQ,SGD,B787-10,2026-06-23T10:15:00,2026-06-23T13:15:00,ECONOMY,O,180,131.50
6303,CNX,SIN,SQ,THB,B787-10,2026-06-23T16:30:00,2026-06-23T19:35:00,ECONOMY,O,185,3311.67
6304,SIN,CNX,SQ,SGD,B737-8,2026-06-24T08:50:00,2026-06-24T11:50:00,ECONOMY,O,180,134.00
6305,CNX,SIN,SQ,THB,B737-8,2026-06-24T13:35:00,2026-06-24T16:40:00,ECONOMY,O,185,3374.63
6306,SIN,CNX,SQ,SGD,B787-10,2026-06-25T09:55:00,2026-06-25T12:55:00,ECONOMY,O,180,127.00
6307,CNX,SIN,SQ,THB,B787-10,2026-06-25T14:15:00,2026-06-25T17:20:00,ECONOMY,O,185,3198.35
6308,SIN,CNX,SQ,SGD,B737-8,2026-06-26T10:00:00,2026-06-26T13:00:00,ECONOMY,O,180,137.50
6309,CNX,SIN,SQ,THB,B737-8,2026-06-26T15:20:00,2026-06-26T18:25:00,ECONOMY,O,185,3462.78
6310,SIN,CNX,SQ,SGD,B787-10,2026-06-27T08:05:00,2026-06-27T11:05:00,ECONOMY,O,180,140.00
6311,CNX,SIN,SQ,THB,B787-10,2026-06-27T16:25:00,2026-06-27T19:30:00,ECONOMY,O,185,3525.74
6312,SIN,CNX,SQ,SGD,B737-8,2026-06-28T09:10:00,2026-06-28T12:10:00,ECONOMY,O,180,142.50
6313,CNX,SIN,SQ,THB,B737-8,2026-06-28T13:30:00,2026-06-28T16:35:00,ECONOMY,O,185,3588.70
6314,SIN,CNX,SQ,SGD,B787-10,2026-06-29T10:15:00,2026-06-29T13:15:00,ECONOMY,O,180,137.00
6315,CNX,SIN,SQ,THB,B787-10,2026-06-29T14:35:00,2026-06-29T17:40:00,ECONOMY,O,185,3450.18
6316,SIN,CNX,SQ,SGD,B737-8,2026-06-30T08:50:00,2026-06-30T11:50:00,ECONOMY,O,180,124.00
6317,CNX,SIN,SQ,THB,B737-8,2026-06-30T15:15:00,2026-06-30T18:20:00,ECONOMY,O,185,3122.79
6318,SIN,CNX,SQ,SGD,B787-10,2026-07-01T09:55:00,2026-07-01T12:55:00,ECONOMY,O,180,138.50
6319,CNX,SIN,SQ,THB,B787-10,2026-07-01T14:20:00,2026-07-01T17:25:00,ECONOMY,O,185,3487.96
6320,SIN,CNX,SQ,SGD,B737-8,2026-07-02T10:00:00,2026-07-02T13:00:00,ECONOMY,O,180,144.00
6321,CNX,SIN,SQ,THB,B737-8,2026-07-02T15:25:00,2026-07-02T18:30:00,ECONOMY,O,185,3626.47
6322,SIN,CNX,SQ,SGD,B787-10,2026-07-03T08:05:00,2026-07-03T11:05:00,ECONOMY,O,180,154.50
6323,CNX,SIN,SQ,THB,B787-10,2026-07-03T16:30:00,2026-07-03T19:35:00,ECONOMY,O,185,3890.90
6324,SIN,CNX,SQ,SGD,B737-8,2026-07-04T09:10:00,2026-07-04T12:10:00,ECONOMY,O,180,157.00
6325,CNX,SIN,SQ,THB,B737-8,2026-07-04T13:35:00,2026-07-04T16:40:00,ECONOMY,O,185,3953.86
6326,SIN,CNX,SQ,SGD,B787-10,2026-07-05T10:15:00,2026-07-05T13:15:00,ECONOMY,O,180,147.00
6327,CNX,SIN,SQ,THB,B787-10,2026-07-05T14:15:00,2026-07-05T17:20:00,ECONOMY,O,185,3702.02
6328,SIN,CNX,SQ,SGD,B737-8,2026-07-06T08:50:00,2026-07-06T11:50:00,ECONOMY,O,180,141.50
6329,CNX,SIN,SQ,THB,B737-8,2026-07-06T15:20:00,2026-07-06T18:25:00,ECONOMY,O,185,3563.51
6330,SIN,CNX,SQ,SGD,B787-10,2026-07-07T09:55:00,2026-07-07T12:55:00,ECONOMY,O,180,141.00
6331,CNX,SIN,SQ,THB,B787-10,2026-07-07T16:25:00,2026-07-07T19:30:00,ECONOMY,O,185,3550.92
6332,SIN,CNX,SQ,SGD,B737-8,2026-07-08T10:00:00,2026-07-08T13:00:00,ECONOMY,O,180,143.50
6333,CNX,SIN,SQ,THB,B737-8,2026-07-08T13:30:00,2026-07-08T16:35:00,ECONOMY,O,185,3613.88
6334,SIN,CNX,SQ,SGD,B787-10,2026-07-09T08:05:00,2026-07-09T11:05:00,ECONOMY,O,180,149.00
6335,CNX,SIN,SQ,THB,B787-10,2026-07-09T14:35:00,2026-07-09T17:40:00,ECONOMY,O,185,3752.39
6336,SIN,CNX,SQ,SGD,B737-8,2026-07-10T09:10:00,2026-07-10T12:10:00,ECONOMY,O,180,147.00
6337,CNX,SIN,SQ,THB,B737-8,2026-07-10T15:15:00,2026-07-10T18:20:00,ECONOMY,O,185,3702.02
6338,SIN,CNX,SQ,SGD,B787-10,2026-07-11T10:15:00,2026-07-11T13:15:00,ECONOMY,O,180,149.50
6339,CNX,SIN,SQ,THB,B787-10,2026-07-11T16:20:00,2026-07-11T19:25:00,ECONOMY,O,185,3764.98
6340,SIN,CNX,SQ,SGD,B737-8,2026-07-12T08:50:00,2026-07-12T11:50:00,ECONOMY,O,180,152.00
6341,CNX,SIN,SQ,THB,B737-8,2026-07-12T13:25:00,2026-07-12T16:30:00,ECONOMY,O,185,3827.94
6342,SIN,CNX,SQ,SGD,B787-10,2026-07-13T09:55:00,2026-07-13T12:55:00,ECONOMY,O,180,146.50
6343,CNX,SIN,SQ,THB,B787-10,2026-07-13T14:30:00,2026-07-13T17:35:00,ECONOMY,O,185,3689.43
6344,SIN,CNX,SQ,SGD,B737-8,2026-07-14T10:00:00,2026-07-14T13:00:00,ECONOMY,O,180,146.00
6345,CNX,SIN,SQ,THB,B737-8,2026-07-14T15:35:00,2026-07-14T18:40:00,ECONOMY,O,185,3676.84
6346,SIN,CNX,SQ,SGD,B787-10,2026-07-15T08:05:00,2026-07-15T11:05:00,ECONOMY,O,180,136.00
6347,CNX,SIN,SQ,THB,B787-10,2026-07-15T16:15:00,2026-07-15T19:20:00,ECONOMY,O,185,3425.00
6348,SIN,CNX,SQ,SGD,B737-8,2026-07-16T09:10:00,2026-07-16T12:10:00,ECONOMY,O,180,141.50
6349,CNX,SIN,SQ,THB,B737-8,2026-07-16T13:20:00,2026-07-16T16:25:00,ECONOMY,O,185,3563.51
6350,SIN,CNX,SQ,SGD,B787-10,2026-07-17T10:15:00,2026-07-17T13:15:00,ECONOMY,O,180,152.00
6351,CNX,SIN,SQ,THB,B787-10,2026-07-17T14:25:00,2026-07-17T17:30:00,ECONOMY,O,185,3827.94
6352,SIN,CNX,SQ,SGD,B737-8,2026-07-18T08:50:00,2026-07-18T11:50:00,ECONOMY,O,180,154.50
6353,CNX,SIN,SQ,THB,B737-8,2026-07-18T15:30:00,2026-07-18T18:35:00,ECONOMY,O,185,3890.90
6354,SIN,CNX,SQ,SGD,B787-10,2026-07-19T09:55:00,2026-07-19T12:55:00,ECONOMY,O,180,157.00
6355,CNX,SIN,SQ,THB,B787-10,2026-07-19T16:35:00,2026-07-19T19:40:00,ECONOMY,O,185,3953.86
6356,SIN,CNX,SQ,SGD,B737-8,2026-07-20T10:00:00,2026-07-20T13:00:00,ECONOMY,O,180,139.00
6357,CNX,SIN,SQ,THB,B737-8,2026-07-20T13:15:00,2026-07-20T16:20:00,ECONOMY,O,185,3500.55
6358,SIN,CNX,SQ,SGD,B787-10,2026-07-21T08:05:00,2026-07-21T11:05:00,ECONOMY,O,180,138.50
6359,CNX,SIN,SQ,THB,B787-10,2026-07-21T14:20:00,2026-07-21T17:25:00,ECONOMY,O,185,3487.96
6360,SIN,CNX,SQ,SGD,B737-8,2026-07-22T09:10:00,2026-07-22T12:10:00,ECONOMY,O,180,141.00
6361,CNX,SIN,SQ,THB,B737-8,2026-07-22T15:25:00,2026-07-22T18:30:00,ECONOMY,O,185,3550.92
6362,SIN,CNX,SQ,SGD,B787-10,2026-07-23T10:15:00,2026-07-23T13:15:00,ECONOMY,O,180,146.50
6363,CNX,SIN,SQ,THB,B787-10,2026-07-23T16:30:00,2026-07-23T19:35:00,ECONOMY,O,185,3689.43
6364,SIN,CNX,SQ,SGD,B737-8,2026-07-24T08:50:00,2026-07-24T11:50:00,ECONOMY,O,180,157.00
6365,CNX,SIN,SQ,THB,B737-8,2026-07-24T13:35:00,2026-07-24T16:40:00,ECONOMY,O,185,3953.86
6366,SIN,CNX,SQ,SGD,B787-10,2026-07-25T09:55:00,2026-07-25T12:55:00,ECONOMY,O,180,147.00
6367,CNX,SIN,SQ,THB,B787-10,2026-07-25T14:15:00,2026-07-25T17:20:00,ECONOMY,O,185,3702.02
6368,SIN,CNX,SQ,SGD,B737-8,2026-07-26T10:00:00,2026-07-26T13:00:00,ECONOMY,O,180,149.50
6369,CNX,SIN,SQ,THB,B737-8,2026-07-26T15:20:00,2026-07-26T18:25:00,ECONOMY,O,185,3764.98
6370,SIN,CNX,SQ,SGD,B787-10,2026-07-27T08:05:00,2026-07-27T11:05:00,ECONOMY,O,180,144.00
6371,CNX,SIN,SQ,THB,B787-10,2026-07-27T16:25:00,2026-07-27T19:30:00,ECONOMY,O,185,3626.47
6372,SIN,CNX,SQ,SGD,B737-8,2026-07-28T09:10:00,2026-07-28T12:10:00,ECONOMY,O,180,143.50
6373,CNX,SIN,SQ,THB,B737-8,2026-07-28T13:30:00,2026-07-28T16:35:00,ECONOMY,O,185,3613.88
6374,SIN,CNX,SQ,SGD,B787-10,2026-07-29T10:15:00,2026-07-29T13:15:00,ECONOMY,O,180,146.00
6375,CNX,SIN,SQ,THB,B787-10,2026-07-29T14:35:00,2026-07-29T17:40:00,ECONOMY,O,185,3676.84
6376,SIN,CNX,SQ,SGD,B737-8,2026-07-30T08:50:00,2026-07-30T11:50:00,ECONOMY,O,180,139.00
6377,CNX,SIN,SQ,THB,B737-8,2026-07-30T15:15:00,2026-07-30T18:20:00,ECONOMY,O,185,3500.55
6378,SIN,CNX,SQ,SGD,B787-10,2026-07-31T09:55:00,2026-07-31T12:55:00,ECONOMY,O,180,149.50
6379,CNX,SIN,SQ,THB,B787-10,2026-07-31T16:20:00,2026-07-31T19:25:00,ECONOMY,O,185,3764.98
6380,SIN,CNX,SQ,SGD,B787-10,2026-08-01T09:55:00,2026-08-01T12:55:00,ECONOMY,O,180,146.50
6381,CNX,SIN,SQ,THB,B787-10,2026-08-01T14:20:00,2026-08-01T17:25:00,ECONOMY,O,185,3689.43
6382,SIN,CNX,SQ,SGD,B737-8,2026-08-02T10:00:00,2026-08-02T13:00:00,ECONOMY,O,180,149.00
6383,CNX,SIN,SQ,THB,B737-8,2026-08-02T15:25:00,2026-08-02T18:30:00,ECONOMY,O,185,3752.39
6384,SIN,CNX,SQ,SGD,B787-10,2026-08-03T08:05:00,2026-08-03T11:05:00,ECONOMY,O,180,143.50
6385,CNX,SIN,SQ,THB,B787-10,2026-08-03T16:30:00,2026-08-03T19:35:00,ECONOMY,O,185,3613.88
6386,SIN,CNX,SQ,SGD,B737-8,2026-08-04T09:10:00,2026-08-04T12:10:00,ECONOMY,O,180,143.00
6387,CNX,SIN,SQ,THB,B737-8,2026-08-04T13:35:00,2026-08-04T16:40:00,ECONOMY,O,185,3601.29
6388,SIN,CNX,SQ,SGD,B787-10,2026-08-05T10:15:00,2026-08-05T13:15:00,ECONOMY,O,180,133.00
6389,CNX,SIN,SQ,THB,B787-10,2026-08-05T14:15:00,2026-08-05T17:20:00,ECONOMY,O,185,3349.45
6390,SIN,CNX,SQ,SGD,B737-8,2026-08-06T08:50:00,2026-08-06T11:50:00,ECONOMY,O,180,138.50
6391,CNX,SIN,SQ,THB,B737-8,2026-08-06T15:20:00,2026-08-06T18:25:00,ECONOMY,O,185,3487.96
