f_departure_airport_code,f_destination_airport_code,f_airline_code,f_currency_code,f_aircraft_code,f_departure_date,f_arrival_date,f_cabin_class,f_trip_type,f_flight_duration,f_total_amount_fare_total,f_num_of_last_seats
CGK,SIN,SQ,IDR,B787-10,2026-07-23T15:30:00,2026-07-23T17:15:00,ECONOMY,O,105,2354199.93,96
SIN,CGK,SQ,SGD,B737-8,2026-07-24T07:50:00,2026-07-24T09:40:00,ECONOMY,O,110,187.0,110
CGK,SIN,SQ,IDR,B737-8,2026-07-24T12:35:00,2026-07-24T14:20:00,ECONOMY,O,105,2508463.74,17
SIN,CGK,SQ,SGD,B787-10,2026-07-25T08:55:00,2026-07-25T10:45:00,ECONOMY,O,110,177.0,342
CGK,SIN,SQ,IDR,B787-10,2026-07-25T13:15:00,2026-07-25T15:00:00,ECONOMY,O,105,2374321.3,209
SIN,CGK,SQ,SGD,B737-8,2026-07-26T09:00:00,2026-07-26T10:50:00,ECONOMY,O,110,179.5,96
CGK,SIN,SQ,IDR,B737-8,2026-07-26T14:20:00,2026-07-26T16:05:00,ECONOMY,O,105,2407856.91,52
SIN,CGK,SQ,SGD,B787-10,2026-07-27T07:05:00,2026-07-27T08:55:00,ECONOMY,O,110,173.0,394
CGK,SIN,SQ,IDR,B787-10,2026-07-27T15:25:00,2026-07-27T17:10:00,ECONOMY,O,105,2320664.32,118
SIN,CGK,SQ,SGD,B737-8,2026-07-28T08:10:00,2026-07-28T10:00:00,ECONOMY,O,110,171.5,444
CGK,SIN,SQ,IDR,B737-8,2026-07-28T12:30:00,2026-07-28T14:15:00,ECONOMY,O,105,2300542.95,417
SIN,CGK,SQ,SGD,B787-10,2026-07-29T09:15:00,2026-07-29T11:05:00,ECONOMY,O,110,174.0,492
CGK,SIN,SQ,IDR,B787-10,2026-07-29T13:35:00,2026-07-29T15:20:00,ECONOMY,O,105,2334078.56,161
SIN,CGK,SQ,SGD,B737-8,2026-07-30T07:50:00,2026-07-30T09:40:00,ECONOMY,O,110,168.0,26
CGK,SIN,SQ,IDR,B737-8,2026-07-30T14:15:00,2026-07-30T16:00:00,ECONOMY,O,105,2253593.09,142
SIN,CGK,SQ,SGD,B787-10,2026-07-31T08:55:00,2026-07-31T10:45:00,ECONOMY,O,110,179.5,157
CGK,SIN,SQ,IDR,B787-10,2026-07-31T15:20:00,2026-07-31T17:05:00,ECONOMY,O,105,2407856.91,286
SIN,CGK,SQ,SGD,B787-10,2026-08-01T08:55:00,2026-08-01T10:45:00,ECONOMY,O,110,174.5,241
CGK,SIN,SQ,IDR,B787-10,2026-08-01T13:20:00,2026-08-01T15:05:00,ECONOMY,O,105,2340785.68,323
SIN,CGK,SQ,SGD,B737-8,2026-08-02T09:00:00,2026-08-02T10:50:00,ECONOMY,O,110,177.0,424
CGK,SIN,SQ,IDR,B737-8,2026-08-02T14:25:00,2026-08-02T16:10:00,ECONOMY,O,105,2374321.3,375
SIN,CGK,SQ,SGD,B787-10,2026-08-03T07:05:00,2026-08-03T08:55:00,ECONOMY,O,110,170.5,237
CGK,SIN,SQ,IDR,B787-10,2026-08-03T15:30:00,2026-08-03T17:15:00,ECONOMY,O,105,2287128.71,148
SIN,CGK,SQ,SGD,B737-8,2026-08-04T08:10:00,2026-08-04T10:00:00,ECONOMY,O,110,169.0,445
CGK,SIN,SQ,IDR,B737-8,2026-08-04T12:35:00,2026-08-04T14:20:00,ECONOMY,O,105,2267007.34,408
SIN,CGK,SQ,SGD,B787-10,2026-08-05T09:15:00,2026-08-05T11:05:00,ECONOMY,O,110,159.0,220
CGK,SIN,SQ,IDR,B787-10,2026-08-05T13:15:00,2026-08-05T15:00:00,ECONOMY,O,105,2132864.89,400
SIN,CGK,SQ,SGD,B737-8,2026-08-06T07:50:00,2026-08-06T09:40:00,ECONOMY,O,110,165.5,37
CGK,SIN,SQ,IDR,B737-8,2026-08-06T14:20:00,2026-08-06T16:05:00,ECONOMY,O,105,2220057.48,60
SIN,CGK,SQ,SGD,B787-10,2026-08-07T08:55:00,2026-08-07T10:45:00,ECONOMY,O,110,177.0,500
CGK,SIN,SQ,IDR,B787-10,2026-08-07T15:25:00,2026-08-07T17:10:00,ECONOMY,O,105,2374321.3,451
SIN,CGK,SQ,SGD,B737-8,2026-08-08T09:00:00,2026-08-08T10:50:00,ECONOMY,O,110,179.5,270
CGK,SIN,SQ,IDR,B737-8,2026-08-08T12:30:00,2026-08-08T14:15:00,ECONOMY,O,105,2407856.91,270
SIN,CGK,SQ,SGD,B787-10,2026-08-09T07:05:00,2026-08-09T08:55:00,ECONOMY,O,110,182.0,359
CGK,SIN,SQ,IDR,B787-10,2026-08-09T13:35:00,2026-08-09T15:20:00,ECONOMY,O,105,2441392.52,361
SIN,CGK,SQ,SGD,B737-8,2026-08-10T08:10:00,2026-08-10T10:00:00,ECONOMY,O,110,163.0,17
CGK,SIN,SQ,IDR,B737-8,2026-08-10T14:15:00,2026-08-10T16:00:00,ECONOMY,O,105,2186521.87,329
SIN,CGK,SQ,SGD,B787-10,2026-08-11T09:15:00,2026-08-11T11:05:00,ECONOMY,O,110,161.5,147
CGK,SIN,SQ,IDR,B787-10,2026-08-11T15:20:00,2026-08-11T17:05:00,ECONOMY,O,105,2166400.5,47
SIN,CGK,SQ,SGD,B737-8,2026-08-12T07:50:00,2026-08-12T09:40:00,ECONOMY,O,110,164.0,120
CGK,SIN,SQ,IDR,B737-8,2026-08-12T12:25:00,2026-08-12T14:10:00,ECONOMY,O,105,2199936.12,489
SIN,CGK,SQ,SGD,B787-10,2026-08-13T08:55:00,2026-08-13T10:45:00,ECONOMY,O,110,170.5,377
CGK,SIN,SQ,IDR,B787-10,2026-08-13T13:30:00,2026-08-13T15:15:00,ECONOMY,O,105,2287128.71,229
SIN,CGK,SQ,SGD,B737-8,2026-08-14T09:00:00,2026-08-14T10:50:00,ECONOMY,O,110,182.0,346
CGK,SIN,SQ,IDR,B737-8,2026-08-14T14:35:00,2026-08-14T16:20:00,ECONOMY,O,105,2441392.52,232
SIN,CGK,SQ,SGD,B787-10,2026-08-15T07:05:00,2026-08-15T08:55:00,ECONOMY,O,110,172.0,145
CGK,SIN,SQ,IDR,B787-10,2026-08-15T15:15:00,2026-08-15T17:00:00,ECONOMY,O,105,2307250.07,265
SIN,CGK,SQ,SGD,B737-8,2026-08-16T08:10:00,2026-08-16T10:00:00,ECONOMY,O,110,174.5,369
CGK,SIN,SQ,IDR,B737-8,2026-08-16T12:20:00,2026-08-16T14:05:00,ECONOMY,O,105,2340785.68,418
SIN,CGK,SQ,SGD,B787-10,2026-08-17T09:15:00,2026-08-17T11:05:00,ECONOMY,O,110,168.0,338
CGK,SIN,SQ,IDR,B787-10,2026-08-17T13:25:00,2026-08-17T15:10:00,ECONOMY,O,105,2253593.09,459
SIN,CGK,SQ,SGD,B737-8,2026-08-18T07:50:00,2026-08-18T09:40:00,ECONOMY,O,110,166.5,472
CGK,SIN,SQ,IDR,B737-8,2026-08-18T14:30:00,2026-08-18T16:15:00,ECONOMY,O,105,2233471.73,443
SIN,CGK,SQ,SGD,B787-10,2026-08-19T08:55:00,2026-08-19T10:45:00,ECONOMY,O,110,169.0,460
CGK,SIN,SQ,IDR,B787-10,2026-08-19T15:35:00,2026-08-19T17:20:00,ECONOMY,O,105,2267007.34,58
SIN,CGK,SQ,SGD,B737-8,2026-08-20T09:00:00,2026-08-20T10:50:00,ECONOMY,O,110,163.0,301
CGK,SIN,SQ,IDR,B737-8,2026-08-20T12:15:00,2026-08-20T14:00:00,ECONOMY,O,105,2186521.87,391
SIN,CGK,SQ,SGD,B787-10,2026-08-21T07:05:00,2026-08-21T08:55:00,ECONOMY,O,110,174.5,333
CGK,SIN,SQ,IDR,B787-10,2026-08-21T13:20:00,2026-08-21T15:05:00,ECONOMY,O,105,2340785.68,87
SIN,CGK,SQ,SGD,B737-8,2026-08-22T08:10:00,2026-08-22T10:00:00,ECONOMY,O,110,177.0,114
CGK,SIN,SQ,IDR,B737-8,2026-08-22T14:25:00,2026-08-22T16:10:00,ECONOMY,O,105,2374321.3,178
SIN,CGK,SQ,SGD,B787-10,2026-08-23T09:15:00,2026-08-23T11:05:00,ECONOMY,O,110,179.5,226
CGK,SIN,SQ,IDR,B787-10,2026-08-23T15:30:00,2026-08-23T17:15:00,ECONOMY,O,105,2407856.91,387
SIN,CGK,SQ,SGD,B737-8,2026-08-24T07:50:00,2026-08-24T09:40:00,ECONOMY,O,110,173.0,128
CGK,SIN,SQ,IDR,B737-8,2026-08-24T12:35:00,2026-08-24T14:20:00,ECONOMY,O,105,2320664.32,199
SIN,CGK,SQ,SGD,B787-10,2026-08-25T08:55:00,2026-08-25T10:45:00,ECONOMY,O,110,159.0,264
CGK,SIN,SQ,IDR,B787-10,2026-08-25T13:15:00,2026-08-25T15:00:00,ECONOMY,O,105,2132864.89,379
SIN,CGK,SQ,SGD,B737-8,2026-08-26T09:00:00,2026-08-26T10:50:00,ECONOMY,O,110,161.5,275
CGK,SIN,SQ,IDR,B737-8,2026-08-26T14:20:00,2026-08-26T16:05:00,ECONOMY,O,105,2166400.5,158
SIN,CGK,SQ,SGD,B787-10,2026-08-27T07:05:00,2026-08-27T08:55:00,ECONOMY,O,110,168.0,173
CGK,SIN,SQ,IDR,B787-10,2026-08-27T15:25:00,2026-08-27T17:10:00,ECONOMY,O,105,2253593.09,149
SIN,CGK,SQ,SGD,B737-8,2026-08-28T08:10:00,2026-08-28T10:00:00,ECONOMY,O,110,179.5,356
CGK,SIN,SQ,IDR,B737-8,2026-08-28T12:30:00,2026-08-28T14:15:00,ECONOMY,O,105,2407856.91,497
SIN,CGK,SQ,SGD,B787-10,2026-08-29T09:15:00,2026-08-29T11:05:00,ECONOMY,O,110,182.0,267
CGK,SIN,SQ,IDR,B787-10,2026-08-29T13:35:00,2026-08-29T15:20:00,ECONOMY,O,105,2441392.52,383
SIN,CPT,SQ,SGD,A350-900,2026-05-30T01:50:00,2026-05-30T15:50:00,ECONOMY,O,840,744.0,278
CPT,SIN,SQ,ZAR,A350-900,2026-05-30T12:15:00,2026-05-31T01:40:00,ECONOMY,O,805,9584.28,190
SIN,CPT,SQ,SGD,B777-300ER,2026-05-31T02:55:00,2026-05-31T16:55:00,ECONOMY,O,840,746.5,169
CPT,SIN,SQ,ZAR,B777-300ER,2026-05-31T13:20:00,2026-06-01T02:45:00,ECONOMY,O,805,9616.48,360
SIN,CPT,SQ,SGD,B777-300ER,2026-06-01T02:55:00,2026-06-01T16:55:00,ECONOMY,O,840,690.5,409
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-01T11:20:00,2026-06-02T00:45:00,ECONOMY,O,805,8895.09,297
SIN,CPT,SQ,SGD,A350-900,2026-06-02T03:00:00,2026-06-02T17:00:00,ECONOMY,O,840,678.0,297
CPT,SIN,SQ,ZAR,A350-900,2026-06-02T12:25:00,2026-06-03T01:50:00,ECONOMY,O,805,8734.06,389
SIN,CPT,SQ,SGD,B777-300ER,2026-06-03T01:05:00,2026-06-03T15:05:00,ECONOMY,O,840,680.5,235
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-03T13:30:00,2026-06-04T02:55:00,ECONOMY,O,805,8766.27,20
SIN,CPT,SQ,SGD,A350-900,2026-06-04T02:10:00,2026-06-04T16:10:00,ECONOMY,O,840,698.0,19
CPT,SIN,SQ,ZAR,A350-900,2026-06-04T10:35:00,2026-06-05T00:00:00,ECONOMY,O,805,8991.7,280
SIN,CPT,SQ,SGD,B777-300ER,2026-06-05T03:15:00,2026-06-05T17:15:00,ECONOMY,O,840,720.0,282
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-05T11:15:00,2026-06-06T00:40:00,ECONOMY,O,805,9275.11,433
SIN,CPT,SQ,SGD,A350-900,2026-06-06T01:50:00,2026-06-06T15:50:00,ECONOMY,O,840,722.5,411
CPT,SIN,SQ,ZAR,A350-900,2026-06-06T12:20:00,2026-06-07T01:45:00,ECONOMY,O,805,9307.31,192
SIN,CPT,SQ,SGD,B777-300ER,2026-06-07T02:55:00,2026-06-07T16:55:00,ECONOMY,O,840,725.0,466
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-07T13:25:00,2026-06-08T02:50:00,ECONOMY,O,805,9339.52,162
SIN,CPT,SQ,SGD,A350-900,2026-06-08T03:00:00,2026-06-08T17:00:00,ECONOMY,O,840,695.5,497
CPT,SIN,SQ,ZAR,A350-900,2026-06-08T10:30:00,2026-06-08T23:55:00,ECONOMY,O,805,8959.5,324
SIN,CPT,SQ,SGD,B777-300ER,2026-06-09T01:05:00,2026-06-09T15:05:00,ECONOMY,O,840,683.0,343
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-09T11:35:00,2026-06-10T01:00:00,ECONOMY,O,805,8798.47,133
SIN,CPT,SQ,SGD,A350-900,2026-06-10T02:10:00,2026-06-10T16:10:00,ECONOMY,O,840,673.0,482
CPT,SIN,SQ,ZAR,A350-900,2026-06-10T12:15:00,2026-06-11T01:40:00,ECONOMY,O,805,8669.65,123
SIN,CPT,SQ,SGD,B777-300ER,2026-06-11T03:15:00,2026-06-11T17:15:00,ECONOMY,O,840,690.5,287
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-11T13:20:00,2026-06-12T02:45:00,ECONOMY,O,805,8895.09,423
SIN,CPT,SQ,SGD,A350-900,2026-06-12T01:50:00,2026-06-12T15:50:00,ECONOMY,O,840,725.0,477
CPT,SIN,SQ,ZAR,A350-900,2026-06-12T10:25:00,2026-06-12T23:50:00,ECONOMY,O,805,9339.52,222
SIN,CPT,SQ,SGD,B777-300ER,2026-06-13T02:55:00,2026-06-13T16:55:00,ECONOMY,O,840,727.5,181
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-13T11:30:00,2026-06-14T00:55:00,ECONOMY,O,805,9371.72,297
SIN,CPT,SQ,SGD,A350-900,2026-06-14T03:00:00,2026-06-14T17:00:00,ECONOMY,O,840,730.0,444
CPT,SIN,SQ,ZAR,A350-900,2026-06-14T12:35:00,2026-06-15T02:00:00,ECONOMY,O,805,9403.93,183
SIN,CPT,SQ,SGD,B777-300ER,2026-06-15T01:05:00,2026-06-15T15:05:00,ECONOMY,O,840,688.0,122
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-15T13:15:00,2026-06-16T02:40:00,ECONOMY,O,805,8862.88,385
SIN,CPT,SQ,SGD,A350-900,2026-06-16T02:10:00,2026-06-16T16:10:00,ECONOMY,O,840,675.5,414
CPT,SIN,SQ,ZAR,A350-900,2026-06-16T10:20:00,2026-06-16T23:45:00,ECONOMY,O,805,8701.86,492
SIN,CPT,SQ,SGD,B777-300ER,2026-06-17T03:15:00,2026-06-17T17:15:00,ECONOMY,O,840,678.0,131
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-17T11:25:00,2026-06-18T00:50:00,ECONOMY,O,805,8734.06,41
SIN,CPT,SQ,SGD,A350-900,2026-06-18T01:50:00,2026-06-18T15:50:00,ECONOMY,O,840,695.5,231
CPT,SIN,SQ,ZAR,A350-900,2026-06-18T12:30:00,2026-06-19T01:55:00,ECONOMY,O,805,8959.5,128
SIN,CPT,SQ,SGD,B777-300ER,2026-06-19T02:55:00,2026-06-19T16:55:00,ECONOMY,O,840,730.0,48
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-19T13:35:00,2026-06-20T03:00:00,ECONOMY,O,805,9403.93,277
SIN,CPT,SQ,SGD,A350-900,2026-06-20T03:00:00,2026-06-20T17:00:00,ECONOMY,O,840,720.0,242
CPT,SIN,SQ,ZAR,A350-900,2026-06-20T10:15:00,2026-06-20T23:40:00,ECONOMY,O,805,9275.11,440
SIN,CPT,SQ,SGD,B777-300ER,2026-06-21T01:05:00,2026-06-21T15:05:00,ECONOMY,O,840,722.5,27
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-21T11:20:00,2026-06-22T00:45:00,ECONOMY,O,805,9307.31,158
SIN,CPT,SQ,SGD,A350-900,2026-06-22T02:10:00,2026-06-22T16:10:00,ECONOMY,O,840,693.0,406
CPT,SIN,SQ,ZAR,A350-900,2026-06-22T12:25:00,2026-06-23T01:50:00,ECONOMY,O,805,8927.29,158
SIN,CPT,SQ,SGD,B777-300ER,2026-06-23T03:15:00,2026-06-23T17:15:00,ECONOMY,O,840,680.5,135
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-23T13:30:00,2026-06-24T02:55:00,ECONOMY,O,805,8766.27,401
SIN,CPT,SQ,SGD,A350-900,2026-06-24T01:50:00,2026-06-24T15:50:00,ECONOMY,O,840,683.0,311
CPT,SIN,SQ,ZAR,A350-900,2026-06-24T10:35:00,2026-06-25T00:00:00,ECONOMY,O,805,8798.47,369
SIN,CPT,SQ,SGD,B777-300ER,2026-06-25T02:55:00,2026-06-25T16:55:00,ECONOMY,O,840,688.0,247
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-25T11:15:00,2026-06-26T00:40:00,ECONOMY,O,805,8862.88,144
SIN,CPT,SQ,SGD,A350-900,2026-06-26T03:00:00,2026-06-26T17:00:00,ECONOMY,O,840,722.5,160
CPT,SIN,SQ,ZAR,A350-900,2026-06-26T12:20:00,2026-06-27T01:45:00,ECONOMY,O,805,9307.31,245
SIN,CPT,SQ,SGD,B777-300ER,2026-06-27T01:05:00,2026-06-27T15:05:00,ECONOMY,O,840,725.0,233
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-27T13:25:00,2026-06-28T02:50:00,ECONOMY,O,805,9339.52,212
SIN,CPT,SQ,SGD,A350-900,2026-06-28T02:10:00,2026-06-28T16:10:00,ECONOMY,O,840,727.5,265
CPT,SIN,SQ,ZAR,A350-900,2026-06-28T10:30:00,2026-06-28T23:55:00,ECONOMY,O,805,9371.72,95
SIN,CPT,SQ,SGD,B777-300ER,2026-06-29T03:15:00,2026-06-29T17:15:00,ECONOMY,O,840,698.0,159
CPT,SIN,SQ,ZAR,B777-300ER,2026-06-29T11:35:00,2026-06-30T01:00:00,ECONOMY,O,805,8991.7,244
SIN,CPT,SQ,SGD,A350-900,2026-06-30T01:50:00,2026-06-30T15:50:00,ECONOMY,O,840,673.0,354
CPT,SIN,SQ,ZAR,A350-900,2026-06-30T12:15:00,2026-07-01T01:40:00,ECONOMY,O,805,8669.65,31
SIN,CPT,SQ,SGD,B777-300ER,2026-07-01T02:55:00,2026-07-01T16:55:00,ECONOMY,O,840,721.5,357
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-01T11:20:00,2026-07-02T00:45:00,ECONOMY,O,805,9294.43,294
SIN,CPT,SQ,SGD,A350-900,2026-07-02T03:00:00,2026-07-02T17:00:00,ECONOMY,O,840,739.0,278
CPT,SIN,SQ,ZAR,A350-900,2026-07-02T12:25:00,2026-07-03T01:50:00,ECONOMY,O,805,9519.87,475
SIN,CPT,SQ,SGD,B777-300ER,2026-07-03T01:05:00,2026-07-03T15:05:00,ECONOMY,O,840,773.5,267
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-03T13:30:00,2026-07-04T02:55:00,ECONOMY,O,805,9964.3,38
SIN,CPT,SQ,SGD,A350-900,2026-07-04T02:10:00,2026-07-04T16:10:00,ECONOMY,O,840,776.0,222
CPT,SIN,SQ,ZAR,A350-900,2026-07-04T10:35:00,2026-07-05T00:00:00,ECONOMY,O,805,9996.51,472
SIN,CPT,SQ,SGD,B777-300ER,2026-07-05T03:15:00,2026-07-05T17:15:00,ECONOMY,O,840,766.0,445
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-05T11:15:00,2026-07-06T00:40:00,ECONOMY,O,805,9867.68,292
SIN,CPT,SQ,SGD,A350-900,2026-07-06T01:50:00,2026-07-06T15:50:00,ECONOMY,O,840,736.5,59
CPT,SIN,SQ,ZAR,A350-900,2026-07-06T12:20:00,2026-07-07T01:45:00,ECONOMY,O,805,9487.66,104
SIN,CPT,SQ,SGD,B777-300ER,2026-07-07T02:55:00,2026-07-07T16:55:00,ECONOMY,O,840,724.0,472
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-07T13:25:00,2026-07-08T02:50:00,ECONOMY,O,805,9326.64,416
SIN,CPT,SQ,SGD,A350-900,2026-07-08T03:00:00,2026-07-08T17:00:00,ECONOMY,O,840,726.5,97
CPT,SIN,SQ,ZAR,A350-900,2026-07-08T10:30:00,2026-07-08T23:55:00,ECONOMY,O,805,9358.84,53
SIN,CPT,SQ,SGD,B777-300ER,2026-07-09T01:05:00,2026-07-09T15:05:00,ECONOMY,O,840,744.0,470
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-09T11:35:00,2026-07-10T01:00:00,ECONOMY,O,805,9584.28,287
SIN,CPT,SQ,SGD,A350-900,2026-07-10T02:10:00,2026-07-10T16:10:00,ECONOMY,O,840,766.0,180
CPT,SIN,SQ,ZAR,A350-900,2026-07-10T12:15:00,2026-07-11T01:40:00,ECONOMY,O,805,9867.68,430
SIN,CPT,SQ,SGD,B777-300ER,2026-07-11T03:15:00,2026-07-11T17:15:00,ECONOMY,O,840,768.5,198
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-11T13:20:00,2026-07-12T02:45:00,ECONOMY,O,805,9899.89,362
SIN,CPT,SQ,SGD,A350-900,2026-07-12T01:50:00,2026-07-12T15:50:00,ECONOMY,O,840,771.0,193
CPT,SIN,SQ,ZAR,A350-900,2026-07-12T10:25:00,2026-07-12T23:50:00,ECONOMY,O,805,9932.1,12
SIN,CPT,SQ,SGD,B777-300ER,2026-07-13T02:55:00,2026-07-13T16:55:00,ECONOMY,O,840,741.5,200
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-13T11:30:00,2026-07-14T00:55:00,ECONOMY,O,805,9552.07,127
SIN,CPT,SQ,SGD,A350-900,2026-07-14T03:00:00,2026-07-14T17:00:00,ECONOMY,O,840,729.0,28
CPT,SIN,SQ,ZAR,A350-900,2026-07-14T12:35:00,2026-07-15T02:00:00,ECONOMY,O,805,9391.05,32
SIN,CPT,SQ,SGD,B777-300ER,2026-07-15T01:05:00,2026-07-15T15:05:00,ECONOMY,O,840,719.0,422
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-15T13:15:00,2026-07-16T02:40:00,ECONOMY,O,805,9262.23,39
SIN,CPT,SQ,SGD,A350-900,2026-07-16T02:10:00,2026-07-16T16:10:00,ECONOMY,O,840,736.5,304
CPT,SIN,SQ,ZAR,A350-900,2026-07-16T10:20:00,2026-07-16T23:45:00,ECONOMY,O,805,9487.66,117
SIN,CPT,SQ,SGD,B777-300ER,2026-07-17T03:15:00,2026-07-17T17:15:00,ECONOMY,O,840,771.0,376
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-17T11:25:00,2026-07-18T00:50:00,ECONOMY,O,805,9932.1,290
SIN,CPT,SQ,SGD,A350-900,2026-07-18T01:50:00,2026-07-18T15:50:00,ECONOMY,O,840,773.5,137
CPT,SIN,SQ,ZAR,A350-900,2026-07-18T12:30:00,2026-07-19T01:55:00,ECONOMY,O,805,9964.3,238
SIN,CPT,SQ,SGD,B777-300ER,2026-07-19T02:55:00,2026-07-19T16:55:00,ECONOMY,O,840,776.0,120
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-19T13:35:00,2026-07-20T03:00:00,ECONOMY,O,805,9996.51,145
SIN,CPT,SQ,SGD,A350-900,2026-07-20T03:00:00,2026-07-20T17:00:00,ECONOMY,O,840,734.0,371
CPT,SIN,SQ,ZAR,A350-900,2026-07-20T10:15:00,2026-07-20T23:40:00,ECONOMY,O,805,9455.46,195
SIN,CPT,SQ,SGD,B777-300ER,2026-07-21T01:05:00,2026-07-21T15:05:00,ECONOMY,O,840,721.5,153
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-21T11:20:00,2026-07-22T00:45:00,ECONOMY,O,805,9294.43,81
SIN,CPT,SQ,SGD,A350-900,2026-07-22T02:10:00,2026-07-22T16:10:00,ECONOMY,O,840,724.0,138
CPT,SIN,SQ,ZAR,A350-900,2026-07-22T12:25:00,2026-07-23T01:50:00,ECONOMY,O,805,9326.64,373
SIN,CPT,SQ,SGD,B777-300ER,2026-07-23T03:15:00,2026-07-23T17:15:00,ECONOMY,O,840,741.5,270
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-23T13:30:00,2026-07-24T02:55:00,ECONOMY,O,805,9552.07,12
SIN,CPT,SQ,SGD,A350-900,2026-07-24T01:50:00,2026-07-24T15:50:00,ECONOMY,O,840,776.0,458
CPT,SIN,SQ,ZAR,A350-900,2026-07-24T10:35:00,2026-07-25T00:00:00,ECONOMY,O,805,9996.51,397
SIN,CPT,SQ,SGD,B777-300ER,2026-07-25T02:55:00,2026-07-25T16:55:00,ECONOMY,O,840,766.0,113
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-25T11:15:00,2026-07-26T00:40:00,ECONOMY,O,805,9867.68,492
SIN,CPT,SQ,SGD,A350-900,2026-07-26T03:00:00,2026-07-26T17:00:00,ECONOMY,O,840,768.5,233
CPT,SIN,SQ,ZAR,A350-900,2026-07-26T12:20:00,2026-07-27T01:45:00,ECONOMY,O,805,9899.89,329
SIN,CPT,SQ,SGD,B777-300ER,2026-07-27T01:05:00,2026-07-27T15:05:00,ECONOMY,O,840,739.0,371
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-27T13:25:00,2026-07-28T02:50:00,ECONOMY,O,805,9519.87,363
SIN,CPT,SQ,SGD,A350-900,2026-07-28T02:10:00,2026-07-28T16:10:00,ECONOMY,O,840,726.5,500
CPT,SIN,SQ,ZAR,A350-900,2026-07-28T10:30:00,2026-07-28T23:55:00,ECONOMY,O,805,9358.84,482
SIN,CPT,SQ,SGD,B777-300ER,2026-07-29T03:15:00,2026-07-29T17:15:00,ECONOMY,O,840,729.0,19
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-29T11:35:00,2026-07-30T01:00:00,ECONOMY,O,805,9391.05,414
SIN,CPT,SQ,SGD,A350-900,2026-07-30T01:50:00,2026-07-30T15:50:00,ECONOMY,O,840,734.0,393
CPT,SIN,SQ,ZAR,A350-900,2026-07-30T12:15:00,2026-07-31T01:40:00,ECONOMY,O,805,9455.46,311
SIN,CPT,SQ,SGD,B777-300ER,2026-07-31T02:55:00,2026-07-31T16:55:00,ECONOMY,O,840,768.5,240
CPT,SIN,SQ,ZAR,B777-300ER,2026-07-31T13:20:00,2026-08-01T02:45:00,ECONOMY,O,805,9899.89,228
SIN,CPT,SQ,SGD,B777-300ER,2026-08-01T02:55:00,2026-08-01T16:55:00,ECONOMY,O,840,755.5,420
CPT,SIN,SQ,ZAR,B777-300ER,2026-08-01T11:20:00,2026-08-02T00:45:00,ECONOMY,O,805,9732.42,75
SIN,CPT,SQ,SGD,A350-900,2026-08-02T03:00:00,2026-08-02T17:00:00,ECONOMY,O,840,758.0,434
CPT,SIN,SQ,ZAR,A350-900,2026-08-02T12:25:00,2026-08-03T01:50:00,ECONOMY,O,805,9764.63,121
SIN,CPT,SQ,SGD,B777-300ER,2026-08-03T01:05:00,2026-08-03T15:05:00,ECONOMY,O,840,728.5,22
CPT,SIN,SQ,ZAR,B777-300ER,2026-08-03T13:30:00,2026-08-04T02:55:00,ECONOMY,O,805,9384.61,402
SIN,CPT,SQ,SGD,A350-900,2026-08-04T02:10:00,2026-08-04T16:10:00,ECONOMY,O,840,716.0,429
CPT,SIN,SQ,ZAR,A350-900,2026-08-04T10:35:00,2026-08-05T00:00:00,ECONOMY,O,805,9223.58,95
SIN,CPT,SQ,SGD,B777-300ER,2026-08-05T03:15:00,2026-08-05T17:15:00,ECONOMY,O,840,706.0,243
CPT,SIN,SQ,ZAR,B777-300ER,2026-08-05T11:15:00,2026-08-06T00:40:00,ECONOMY,O,805,9094.76,99
